Case #1: 111
11 30 77110
11 32 99165
11 34 36423
11 36 123732
11 38 144183
12 1 176343
12 3 127166
12 5 211691
12 9 50566
12 13 93554
12 16 116106
12 19 172725
12 21 174956
12 25 163028
12 27 128148
12 31 112269
12 33 168913
12 35 168900
12 39 122284
13 2 149014
13 6 93050
13 8 40203
13 11 40918
13 15 137171
13 19 134112
13 21 161808
13 23 163606
13 25 133355
13 27 125696
13 29 99108
13 33 157195
13 35 138743
13 37 45590
13 39 109136
14 4 105427
14 6 68055
14 8 123441
14 10 139901
14 12 176792
14 17 134372
14 20 181316
14 22 110019
14 25 115766
14 27 75099
14 30 82000
14 32 104055
14 35 121154
14 37 128828
14 39 191063
15 3 79407
15 5 114662
15 7 191222
15 9 199455
15 13 137171
15 17 90982
15 19 105194
15 21 65408
15 25 66483
15 28 96851
15 30 111781
15 32 54772
15 34 132676
15 36 79339
15 39 146772
16 2 200553
16 6 37945
16 10 79997
16 12 116106
16 15 98923
16 18 149914
16 20 106925
16 22 11083
16 25 55862
16 29 99112
16 31 34413
16 33 109818
16 35 61250
17 1 147177
17 3 54952
17 5 96100
17 8 128767
17 11 129482
17 15 90982
17 18 152668
17 21 108119
17 23 140948
17 25 47921
17 28 115520
17 31 69849
17 33 184286
17 35 53309
17 37 134154
17 39 86478
18 2 176863
18 4 154733
18 7 183564
18 9 171969
18 11 68767
18 13 109685
18 16 149914
18 19 143458
18 21 164945
18 23 180967
18 25 104747
18 28 129699
18 31 115501
18 36 141025
18 38 201032
19 4 63110
19 7 180182
19 9 142610
19 11 149076
19 13 134112
19 15 105194
19 17 86632
19 20 127683
19 22 67702
19 24 110767
19 26 193630
19 28 106310
19 31 89954
19 33 166437
19 35 67521
19 37 144404
19 39 119000
20 2 157439
20 5 137151
20 7 203888
20 9 235202
20 11 169227
20 13 137138
20 15 117975
20 18 193719
20 21 149170
20 23 172896
20 25 88972
20 28 140256
20 30 131266
20 33 203761
20 35 94360
20 37 173899
20 39 167807
21 3 96544
21 6 114973
21 11 122320
21 13 161808
21 15 65408
21 17 108119
21 19 98909
21 23 146687
21 25 60198
21 28 127797
21 30 128918
21 33 201602
21 35 89008
21 37 126992
21 39 92217
22 2 198654
22 4 4592
22 8 91273
22 10 91080
22 12 114207
22 14 110019
22 17 85551
22 19 67702
22 23 148006
22 25 66945
22 27 179178
22 30 62973
22 32 55234
22 34 80089
22 36 79801
22 38 169677
23 2 104070
23 4 143414
23 6 173790
23 8 123403
23 10 110624
23 13 163606
23 16 136923
23 18 180967
23 20 172896
23 22 148006
23 25 119015
23 27 61494
23 31 170258
23 33 240395
23 35 147825
23 37 128790
23 39 54470
24 3 84980
24 5 120235
24 7 186972
24 9 146730
24 11 159510
24 14 164400
24 18 176803
24 20 88472
24 22 86592
24 26 166092
24 29 121199
24 31 99877
24 33 185327
24 36 35778
24 38 213429
25 3 36346
25 7 148161
25 10 24135
25 12 163028
25 14 115766
25 16 55862
25 18 104747
25 20 88972
25 22 66945
25 26 166592
25 29 72565
25 31 51243
25 33 165680
25 35 28810
25 38 154824
26 1 111326
26 3 156527
26 6 152568
26 10 146341
26 13 59518
26 15 187860
26 18 160374
26 20 77620
26 23 144657
26 25 166592
26 28 152539
26 30 138623
26 32 154881
26 35 171980
26 39 90187
27 2 144337
27 5 183834
27 7 51817
27 9 123800
27 11 120655
27 13 125696
27 16 168095
27 21 137680
27 23 61494
27 25 135655
27 28 171213
27 32 123944
27 34 130191
27 37 125327
27 39 115964
28 2 169028
28 4 129952
28 6 122374
28 8 61647
28 10 91734
28 13 101850
28 17 115520
28 19 106310
28 21 127797
28 27 171213
28 30 136319
28 34 97355
28 37 56260
28 39 130580
29 3 79596
29 7 172987
29 9 227898
29 11 140026
29 14 159016
29 16 99112
29 20 138115
29 22 110195
29 25 72565
29 28 140164
29 32 60854
29 34 103603
29 36 85421
30 1 97560
30 3 32374
30 8 76395
30 12 129746
30 15 111781
30 17 87326
30 20 131266
30 22 62973
30 24 117354
30 26 138623
30 31 17477
30 35 74108
30 37 81782
30 39 145328
31 2 167729
31 4 40904
31 6 3532
31 8 58918
31 11 59633
31 13 96582
31 15 94304
31 17 69849
31 19 89954
31 22 45496
31 24 99877
31 26 149810
31 29 94493
31 33 144231
31 35 56631
31 37 64305
31 39 127851
32 3 24635
32 5 59890
32 7 136450
32 10 35846
32 12 151801
32 15 54772
32 17 36210
32 21 71909
32 23 130726
32 25 11711
32 27 123944
32 29 60854
32 33 153969
32 35 17099
32 39 92000
33 2 174135
33 5 203430
33 8 116992
33 10 189815
33 12 168913
33 15 208741
33 17 184286
33 20 203761
33 22 107919
33 24 185327
33 26 207884
33 29 208930
33 32 153969
33 35 171068
33 37 120949
33 39 185925
34 2 144519
34 4 75497
34 7 78374
34 9 139625
34 11 36423
34 13 4495
34 15 132676
34 17 128247
34 19 138607
34 21 157313
34 23 159111
34 27 130191
34 29 103603
34 32 126139
34 35 143238
34 37 41095
34 39 104641
35 2 215454
35 4 67741
35 6 60163
35 8 115549
35 11 116264
35 13 138743
35 15 71871
35 17 53309
35 20 94360
35 22 72333
35 24 77444
35 26 171980
35 29 77953
35 31 56631
35 33 171068
35 37 120936
36 1 86400
36 3 49202
36 5 84457
36 7 151194
36 9 182508
36 11 123732
36 13 146211
36 15 79339
36 17 60777
36 19 74989
36 21 96476
36 23 120202
36 26 130314
36 29 85421
36 31 64099
36 33 178536
36 37 128404
36 39 116567
37 4 81294
37 6 67837
37 8 5387
37 10 90929
37 13 45590
37 17 134154
37 19 144404
37 21 126992
37 23 128790
37 25 115064
37 28 56260
37 30 81782
37 33 120949
37 35 120936
37 38 148855
38 1 204264
38 4 165085
38 7 130624
38 9 191311
38 11 144183
38 14 119590
38 17 161013
38 19 193535
38 21 166752
38 23 129005
38 25 154824
38 28 205115
38 31 124181
38 34 144807
38 36 178184
39 1 201513
39 3 116635
39 6 131383
39 8 68933
39 10 56154
39 12 122284
39 14 191063
39 17 86478
39 20 167807
39 23 54470
39 26 90187
39 28 130580
39 31 127851
39 33 185925
39 36 116567
Case #81: Impossible
Case #82: Impossible
Case #83: Impossible
Case #84: 188
1 19 298667
1 21 217172
1 22 200265
1 23 205453
1 25 202190
1 15 327276
2 18 297156
2 5 235667
2 8 581937
2 11 295164
3 18 69686
3 37 79343
3 23 110971
3 25 152254
3 26 135428
3 27 13204
4 35 266613
4 37 109705
4 24 229408
4 11 19010
4 15 281213
5 17 216582
5 4 40487
5 10 363999
5 13 268122
6 1 142571
6 36 203179
6 38 413966
6 40 123645
6 11 223225
6 31 135432
7 6 117761
7 41 32430
7 27 37698
8 32 500306
8 35 300956
8 4 319467
8 39 424604
8 25 405263
8 30 362570
9 34 378376
9 3 317138
9 24 355695
9 13 436699
10 16 299711
10 3 284964
10 5 363999
10 24 208767
10 26 235168
10 13 414751
11 32 344625
11 4 19010
11 5 59497
11 6 223225
11 15 300223
12 21 152034
12 9 450382
12 42 203180
13 21 138351
13 39 234960
13 10 414751
13 30 249824
14 34 347157
14 20 246612
14 7 315910
14 42 127585
15 32 288360
15 1 327276
15 4 281213
15 37 201544
15 39 174748
15 29 369112
16 38 372010
16 10 299711
16 31 93476
17 5 216582
17 24 122191
17 28 187042
17 31 124539
18 2 297156
18 35 183088
18 39 94210
19 33 280945
19 3 221488
19 37 214949
19 40 150769
19 13 341049
19 15 259922
19 24 208117
20 1 276299
20 24 47265
20 26 258890
21 1 217172
21 36 254186
21 26 154218
21 13 138351
21 30 133181
22 1 200265
22 20 175301
22 21 172524
22 10 330354
23 1 205453
23 4 141333
24 17 122191
24 19 208117
24 4 229408
24 25 141512
24 10 208767
24 12 225313
25 17 19321
25 33 327824
25 19 255099
25 8 405263
25 26 287682
26 3 135428
26 21 154218
26 7 175794
26 10 235168
26 29 376538
27 7 37698
28 34 92350
28 36 130099
28 13 289021
29 32 401468
29 21 259900
29 38 545592
29 41 249046
29 31 366088
30 32 274749
30 36 159589
30 38 418873
30 8 362570
30 13 249824
31 17 124539
31 37 152087
31 39 125475
31 29 366088
32 35 273760
32 8 500306
32 42 359098
32 11 344625
32 17 296779
32 25 277458
32 30 274749
33 35 223517
33 5 135214
33 24 186312
33 15 238117
34 32 189507
34 36 222449
34 42 219572
34 14 347157
35 33 223517
35 36 254113
35 6 218198
35 30 136024
36 35 254113
36 5 241143
36 6 203179
36 10 173703
36 28 130099
37 33 204432
37 19 214949
37 22 102863
37 41 71407
37 11 128715
37 31 152087
38 16 372010
38 39 404009
38 41 296546
38 30 418873
39 18 94210
39 19 264457
39 8 424604
39 13 234960
39 30 72217
39 15 174748
40 19 150769
40 10 266115
41 1 228026
41 36 243332
41 38 296546
41 8 347884
41 29 249046
42 34 219572
42 8 345031
42 41 206676
42 12 203180
Case #85: Impossible
Case #86: 603
1 2 113497
1 5 18631
1 11 33631
1 13 33712
1 15 59420
1 17 92509
1 19 112311
1 21 65802
1 24 75093
1 27 90718
1 29 90953
1 31 31098
1 33 52758
1 38 87067
2 1 113497
2 6 154060
2 8 166574
2 10 182540
2 15 147155
2 18 54514
2 21 144328
2 23 176626
2 26 304162
2 29 167491
2 31 114690
2 33 166255
2 35 63793
2 37 152127
3 1 110021
3 4 110050
3 6 63562
3 10 90815
3 12 143316
3 15 111388
3 17 127447
3 21 56249
3 24 34928
3 26 205463
3 28 124612
3 31 78923
3 33 73670
3 35 94923
3 38 77514
3 40 177389
4 3 110050
4 37 62089
4 6 77690
4 39 116445
4 9 102263
4 14 131654
4 18 149644
4 20 70920
4 22 70268
4 26 245657
4 29 38552
4 31 97442
5 3 107797
5 6 75437
5 8 45389
5 10 95298
5 12 104306
5 15 68235
5 17 101988
5 19 121790
5 23 72608
5 25 59771
5 27 72087
5 31 39913
5 34 92076
5 36 36964
5 38 95882
6 2 154060
6 4 77690
6 8 30048
6 11 75162
6 13 60356
6 16 103114
6 18 152115
6 21 49955
6 23 107546
6 25 78557
6 27 117362
6 31 72629
6 33 41310
6 36 112401
6 38 71220
7 2 118405
7 5 13723
7 9 69707
7 11 28723
7 13 28804
7 15 54512
7 17 88265
7 20 332
7 23 58885
7 25 46048
7 27 85810
7 29 86709
7 31 26190
7 35 54612
7 37 63172
7 40 138207
8 4 76536
8 6 30048
8 9 33119
8 11 74008
8 13 30308
8 15 103940
8 18 138168
8 22 69700
8 24 27480
8 26 198015
8 28 132470
8 30 72988
8 32 93562
8 35 102781
8 37 14447
8 39 70887
9 1 74615
9 4 102263
9 7 69707
9 10 83028
9 12 160290
9 14 111218
9 20 70039
9 23 127651
9 26 219242
9 28 124494
9 31 95897
9 33 21857
9 38 103185
9 40 195409
10 3 90815
10 5 95298
10 7 103505
10 9 83028
10 13 80217
10 16 128510
10 18 132294
10 20 103837
10 22 12399
10 24 55887
10 26 226422
10 29 19317
10 32 108443
10 34 104810
10 37 42854
10 39 96318
11 1 33631
11 5 42446
11 7 28723
11 9 98430
11 13 57527
11 17 80888
11 19 100690
11 21 32171
11 23 87608
11 25 60074
11 29 83098
11 33 76573
11 35 48364
11 37 59561
11 39 16470
12 1 95491
12 5 104306
12 7 90583
12 9 160290
12 11 66926
12 14 95016
12 16 115588
12 18 169639
12 21 99097
12 23 149468
12 25 127000
12 27 117319
12 29 144958
12 33 138433
12 37 121421
12 39 83396
13 1 33712
13 3 92716
13 6 60356
13 8 30308
13 10 80217
13 12 119387
13 16 53809
13 20 29136
13 22 92616
13 24 57788
13 27 57006
13 29 60900
13 33 19046
13 35 83416
13 37 44755
13 39 73997
14 1 66117
14 6 85166
14 8 84012
14 12 95016
14 15 125537
14 19 113905
14 22 124818
14 25 87337
14 27 156835
14 29 93102
14 31 97215
14 33 95274
14 35 75627
14 38 99118
15 1 59420
15 3 111388
15 7 54512
15 10 74643
15 12 96858
15 16 79517
15 18 133568
15 20 54844
15 23 98936
15 25 95072
15 27 140322
15 31 32465
15 33 102362
15 37 89493
15 39 51468
16 1 20097
16 4 86441
16 6 103114
16 10 128510
16 13 53809
16 15 79517
16 18 103397
16 20 24673
16 22 116111
16 25 41317
16 27 110815
16 30 135110
16 33 72855
16 35 29607
16 38 106160
17 1 92509
17 3 127447
17 6 112774
17 8 119740
17 11 80888
17 13 116162
17 16 112606
17 20 87933
17 22 50040
17 24 107825
17 26 274022
17 28 126001
17 30 138027
17 32 135611
17 34 111740
17 36 138952
17 38 134324
17 40 49942
18 2 54514
18 5 92779
18 7 79056
18 10 132294
18 12 169639
18 16 103397
18 19 186459
18 22 144693
18 25 124440
18 28 111702
18 32 163908
18 35 118307
18 38 140412
19 1 112311
19 5 121790
19 10 82241
19 14 113905
19 16 121980
19 20 107735
19 25 117023
19 28 145803
19 31 103223
19 33 134282
19 35 116114
19 37 108573
19 39 84220
20 1 4576
20 3 105445
20 5 14055
20 7 332
20 9 70039
20 11 29055
20 13 29136
20 15 54844
20 17 87933
20 21 61226
20 23 58553
20 25 45716
20 27 86142
20 29 86377
20 31 26522
20 33 48182
20 36 51019
20 38 82491
21 1 65802
21 3 56249
21 6 49955
21 10 77208
21 12 99097
21 15 67169
21 17 113059
21 20 61226
21 24 21321
21 27 136115
21 29 57891
21 31 34704
21 34 156104
21 36 111581
21 38 21265
22 2 170141
22 6 70854
22 9 95427
22 11 67449
22 13 92616
22 16 116111
22 18 144693
22 21 89607
22 25 127523
22 29 31716
22 32 120842
22 35 115813
22 38 97346
23 2 176626
23 5 72608
23 7 58885
23 9 127651
23 11 87608
23 13 87689
23 16 83226
23 18 137277
23 20 58553
23 26 220090
23 28 142522
23 30 150486
23 32 157534
23 34 55719
23 38 134038
24 1 75093
24 4 75122
24 6 28634
24 8 27480
24 10 55887
24 12 108388
24 14 56532
24 17 107825
24 21 21321
24 23 104978
24 27 114794
24 29 36570
24 34 134783
24 36 109833
24 39 43407
25 2 75503
25 5 59771
25 7 46048
25 10 137012
25 12 127000
25 15 95072
25 17 108022
25 19 117023
25 21 92245
25 26 231805
25 28 41399
25 30 117213
25 32 99909
25 35 11710
25 37 94158
25 39 43604
26 2 304162
26 4 245657
26 6 199169
26 8 198015
26 10 226422
26 13 187115
26 15 240269
26 17 274022
26 20 186089
26 24 170535
26 27 244121
26 29 207105
26 31 211947
26 34 264110
26 36 135070
26 39 213942
27 2 204215
27 5 72087
27 7 85810
27 9 97909
27 13 57006
27 15 140322
27 17 59156
27 20 86142
27 23 144695
27 25 131858
27 28 170111
27 31 112000
27 33 76052
27 35 140422
27 37 101761
27 39 123574
28 3 124612
28 6 119956
28 8 132470
28 10 157901
28 12 144979
28 14 105316
28 18 111702
28 20 83969
28 22 145502
28 24 104990
28 26 270058
28 29 141560
28 31 80586
28 33 132151
28 35 29689
28 37 118023
28 39 61583
29 1 90953
29 3 71498
29 7 86709
29 9 63711
29 11 83098
29 13 60900
29 15 93960
29 17 81756
29 21 57891
29 23 68408
29 25 117695
29 27 117906
29 30 82078
29 34 124127
29 36 112945
29 38 79156
29 40 131698
30 2 169296
30 5 118377
30 8 72988
30 13 103296
30 16 135110
30 19 157829
30 21 66829
30 24 45508
30 26 216043
30 29 82078
30 32 111590
30 35 105503
30 38 88094
31 1 31098
31 3 78923
31 5 39913
31 7 26190
31 9 95897
31 15 32465
31 18 105246
31 20 26522
31 22 64916
31 25 62607
31 27 112000
31 30 89503
31 33 74040
31 36 76877
31 38 55969
31 40 133363
32 2 151992
32 4 59389
32 6 94716
32 9 126681
32 11 76932
32 14 122614
32 16 82664
32 18 163908
32 20 105987
32 22 120842
32 25 99909
32 27 177054
32 29 97941
32 31 79465
32 34 181666
32 36 156342
32 38 23496
33 1 52758
33 3 73670
33 7 47850
33 10 61171
33 12 138433
33 14 95274
33 16 72855
33 18 126906
33 20 48182
33 27 76052
33 31 74040
33 34 96041
33 38 81328
33 40 173552
34 3 169711
34 6 137351
34 10 104810
34 13 76995
34 16 123074
34 19 91938
34 21 156104
34 23 55719
34 25 105177
34 27 134001
34 29 124127
34 32 181666
34 35 93467
34 37 121750
35 1 49704
35 3 94923
35 7 54612
35 11 48364
35 14 75627
35 16 29607
35 18 118307
35 21 80535
35 24 75301
35 26 240369
35 28 29689
35 30 105503
35 32 88199
35 36 105299
35 40 146254
36 4 121939
36 6 112401
36 8 82353
36 11 79410
36 13 52045
36 19 158754
36 21 111581
36 25 96735
36 27 109051
36 29 112945
36 31 76877
36 33 71091
36 35 105299
36 39 95880
37 2 152127
37 4 62089
37 6 15601
37 8 14447
37 10 42854
37 12 121421
37 14 69565
37 16 87513
37 18 136514
37 20 62840
37 22 55253
37 24 13033
37 26 183568
37 28 118023
37 31 57028
37 34 121750
38 1 87067
38 4 82885
38 6 71220
38 9 103185
38 11 53436
38 13 100374
38 15 88434
38 17 134324
38 19 139305
38 21 21265
38 23 134038
38 27 157380
38 29 79156
38 31 55969
38 33 81328
39 1 50101
39 4 116445
39 8 70887
39 10 96318
39 12 83396
39 15 51468
39 19 84220
39 24 43407
39 26 213942
39 28 61583
39 30 73609
39 32 93402
39 35 31894
39 40 114360
40 3 177389
40 6 136865
40 8 166913
40 10 112381
40 12 197756
40 14 157798
40 16 162548
40 18 216599
40 20 137875
40 25 157964
40 29 131698
40 33 173552
40 35 146254
40 38 183198
Case #87: 133
1 16 261899
1 2 273518
1 4 265458
1 5 273953
1 7 329093
2 17 164255
2 6 84080
2 7 74257
2 10 109937
2 15 60955
3 6 233405
3 8 240342
3 12 236271
3 15 189355
3 17 351487
3 21 309371
3 23 210470
4 16 118461
4 18 213264
4 5 200948
4 7 205499
4 9 139733
4 13 138964
5 16 82487
5 4 200948
5 6 179219
5 24 167532
5 12 184968
5 15 135169
6 19 134160
6 20 168830
6 22 146676
6 23 170658
6 13 212422
7 1 329093
7 18 276899
7 4 205499
7 23 160835
7 9 65766
7 13 202599
8 19 66499
8 20 251373
8 7 170992
8 9 125070
8 11 70340
9 19 58571
9 4 139733
9 23 95069
9 24 241580
9 12 123753
10 19 96548
10 8 48145
10 11 118485
10 15 112060
11 19 124775
11 4 177697
11 22 104479
11 24 186850
12 17 317424
12 20 250056
12 21 275308
12 23 176407
12 24 196327
12 9 123753
13 4 138964
13 5 215737
13 6 212422
13 8 99885
13 10 79752
13 15 191812
14 1 297608
14 20 321028
14 23 250290
14 25 174973
15 16 52811
15 2 60955
15 3 189355
15 5 135169
15 24 273119
15 13 191812
16 3 136544
16 5 82487
16 13 139001
16 15 52811
16 19 37299
16 22 73255
16 25 1520
17 19 252242
17 24 435251
17 12 317424
18 16 209705
18 4 213264
18 7 276899
19 1 224600
19 8 66499
19 10 96548
19 15 90110
19 17 252242
19 22 100638
19 25 38819
20 19 184874
20 5 229933
20 8 251373
20 25 146055
20 13 286576
21 16 172827
21 3 309371
21 23 98901
21 25 174218
21 13 306077
22 2 123943
22 3 207045
22 23 147181
22 25 74775
22 14 249748
23 16 73926
23 3 210470
23 21 98901
23 6 170658
23 9 95069
23 12 176407
24 3 284633
24 5 167532
24 9 241580
24 12 196327
24 14 146299
24 17 435251
24 22 150649
25 17 213423
25 19 38819
25 21 174218
25 9 19752
25 12 104001
Case #88: Impossible
Case #89: 122
1 33 340169
1 5 211567
1 23 203547
1 28 240534
1 29 357360
2 17 342253
2 36 245456
2 11 321224
3 33 260056
3 6 310680
3 9 247058
3 26 343281
3 31 174010
4 33 353361
4 20 283434
4 25 400753
5 1 211567
5 27 369807
5 31 236667
6 19 151345
6 4 342935
6 27 294111
6 31 190833
7 17 400042
7 23 321103
7 14 328595
8 21 273646
8 10 230781
8 31 129970
9 16 272676
9 3 247058
9 11 209879
9 29 217104
10 1 177418
10 4 366871
10 7 318218
10 8 230781
10 30 276909
11 18 436902
11 6 278913
11 9 209879
11 28 191597
11 14 238997
12 14 129159
13 35 179723
13 23 196917
13 14 80107
14 21 136310
14 7 328595
14 12 129159
15 1 316626
15 36 301056
15 8 288323
16 23 345126
17 16 259036
17 2 342253
17 7 400042
17 29 288856
18 1 322321
18 22 365492
19 35 104320
19 21 131606
19 9 87723
20 19 252013
20 4 283434
20 31 271800
21 19 131606
21 26 293435
21 14 136310
22 23 305749
22 14 105264
23 16 345126
23 1 203547
23 17 397342
23 22 305749
23 27 167198
23 31 286226
24 34 246029
24 36 284156
24 9 231602
25 32 233041
25 34 145222
25 11 426786
26 32 265984
26 21 293435
27 33 141928
27 20 207511
27 6 294111
27 31 284871
28 33 363526
28 9 130419
28 11 191597
29 17 288856
29 36 298853
29 9 217104
29 31 229448
30 19 208339
30 10 276909
30 29 173409
31 35 143808
31 20 271800
31 22 62816
31 23 286226
31 27 284871
32 3 77297
32 23 396805
32 24 333848
32 26 265984
32 29 285030
33 1 340169
33 4 353361
33 27 141928
33 15 367957
34 23 335890
34 25 145222
34 14 358200
35 19 104320
35 7 264459
35 12 228775
35 31 143808
36 24 284156
36 29 298853
Case #90: 61
1 3 383720
1 5 292123
1 8 149936
1 10 403778
1 12 105831
2 3 315576
2 5 346252
2 7 199722
2 9 58382
2 11 311491
2 13 401926
3 2 315576
3 7 515298
3 9 257194
3 11 627067
4 1 19679
4 3 389384
4 7 125914
4 9 132190
4 11 316909
5 1 292123
5 7 398358
5 9 404634
5 11 403435
6 2 238577
6 7 189219
6 10 399343
6 12 250921
7 1 145593
7 3 515298
7 5 398358
7 8 256171
7 11 442823
8 2 56449
8 4 130257
8 6 295026
8 9 1933
8 11 367940
9 1 151869
9 3 257194
9 5 404634
9 11 369873
10 1 403778
10 3 694257
10 5 336245
10 7 510013
10 11 67190
10 13 237422
11 2 311491
11 4 316909
11 6 332153
11 8 367940
11 10 67190
11 13 170232
12 2 159960
12 4 86152
12 10 470251
13 1 392306
13 5 367616
13 8 345477
13 10 237422
Case #91: 100
1 16 98247
1 3 125019
1 5 156050
1 8 142684
1 11 275965
1 14 132302
2 1 184792
2 4 251036
2 6 190151
2 9 287354
2 12 282135
2 14 317094
2 16 86545
3 2 59773
3 6 130378
3 8 71209
3 10 73265
3 12 222362
3 14 257321
4 16 164491
4 2 251036
4 6 268097
4 9 253137
4 13 172027
5 1 156050
5 3 281069
5 6 347764
5 8 235681
5 10 300790
5 14 23748
6 2 190151
6 4 268097
6 7 196709
6 9 304415
6 11 281324
6 13 304226
6 15 226013
7 1 191350
7 3 119875
7 5 347400
7 8 122859
7 10 139596
7 13 217746
7 15 200829
8 16 44437
8 3 71209
8 6 148043
8 9 237293
8 12 293571
8 15 77970
9 3 227581
9 5 366760
9 7 293912
9 10 154316
9 12 157106
9 15 209049
10 1 144740
10 3 73265
10 6 150099
10 9 154316
10 12 295627
10 14 277042
11 16 177718
11 3 204490
11 6 281324
11 8 222155
11 10 131225
11 13 95861
12 16 249134
12 3 222362
12 8 293571
12 10 295627
12 13 238216
12 15 366155
13 2 287165
13 4 172027
13 6 304226
13 8 156183
13 11 95861
13 14 261902
13 16 200620
14 2 317094
14 5 23748
14 7 323652
14 10 277042
14 12 286410
14 15 133963
15 1 220654
15 3 149179
15 5 157711
15 7 200829
15 9 209049
15 12 366155
15 14 133963
16 1 98247
16 4 164491
16 7 93103
16 9 200809
16 12 249134
16 14 230549
Case #92: 61
1 3 36579
1 6 299059
1 8 353509
2 6 183809
2 10 71198
2 12 532025
3 17 32422
3 4 208155
3 6 262480
3 12 574192
4 17 240577
4 3 208155
4 8 255553
4 13 351896
4 15 233530
5 6 326869
5 8 334109
5 11 309676
6 16 197540
6 2 183809
6 4 198345
6 8 185264
6 10 112611
6 13 296883
7 1 327514
7 8 213719
7 12 498749
8 16 286133
8 4 255553
8 6 185264
8 9 392241
8 13 395026
9 17 107733
9 3 75311
9 8 392241
9 13 68430
10 1 283614
10 5 358259
10 7 141066
10 14 149172
11 17 230874
11 5 309676
12 16 301502
12 2 532025
12 4 600716
12 7 498749
12 15 550521
13 4 351896
13 7 325338
13 9 68430
